id_venta,fecha_venta,id_cliente,id_canal,canal_texto,id_vendedor,id_promocion,total_factura
1197,2024-02-09,56,4,En linea,3,0,4000.0
1198,2024-02-10,1,1,Tienda fisica,4,0,7200.0
1199,2024-02-10,55,4,Online,4,0,2000.0
1200,2024-02-10,1,1,TIENDA FISICA,1,0,4000.0
1201,2024-02-10,99999,2,Feria del agricultor,2,0,6000.0
1202,2024-02-10,25,1,tienda fisica,2,0,6000.0
1203,2024-02-11,72,4,en  linea,1,0,2200.0
1204,2024-02-11,10,3,mayoreo,4,1,42240.0
1205,2024-02-11,1,1,TIENDA FISICA,3,0,2100.0
1206,2024-02-12,8,3,MAYOREO,1,1,48576.0
1207,2024-02-12,33,4,EN LINEA,4,0,2000.0
1208,2024-02-12,7,3,MAYOREO,1,0,66240.0
1209,2024-02-12,1,4,Online,3,0,2520.0
1210,2024-02-12,49,4,EN LINEA,3,0,4600.0
1211,2024-02-12,63,1,tienda fisica,1,0,6500.0
1212,2024-02-12,1,1, tienda  fisica,4,0,2000.0
1213,2024-02-13,11,3,Mayoreo,3,1,10560.0
1214,2024-02-13,23,4,en  linea,2,0,2310.0
1215,2024-02-13,1,2,feria,1,0,2400.0
1216,2024-02-13,1,2,feria,2,0,4000.0
1217,2024-02-13,1,4,en linea,1,0,4400.0
1218,2024-02-13,1,1,tienda fisica,1,0,3200.0
1219,2024-02-13,26,4,en  linea,3,0,7600.0
1220,2024-02-14,3,3,Venta mayoreo,2,0,12000.0
1221,2024-02-14,1,4,En linea,2,4,1650.0
1222,2024-02-14,1,1, tienda  fisica,3,0,4000.0
1223,2024-02-14,72,1,tienda fisica,4,4,5100.0
1224,2024-02-14,1,2,Feria del agricultor,1,4,1500.0
1225,2024-02-14,1,1,TIENDA FISICA,1,0,6800.0
1226,2024-02-14,1,4,EN LINEA,3,0,4000.0
1227,2024-02-14,1,1,Tienda Fisica ,1,0,2200.0
1228,2024-02-14,30,2,,4,2,4590.0
1229,2024-02-14,53,1,Tienda fisica,3,0,2000.0
1230,2024-02-14,9,3,Mayoreo,4,0,86400.0
1231,2024-02-15,1,2,feria,4,0,4000.0
1232,2024-02-15,12,3,MAYOREO,2,0,28800.0
1233,2024-02-15,12,3,Mayoreo,4,1,26400.0
1234,2024-02-15,34,1,TIENDA FISICA,2,0,2200.0
1235,2024-02-15,1,2,FERIA DEL AGRICULTOR,4,0,6590.0
1236,2024-02-15,9,3,Mayoreo,3,1,45408.0
1237,2024-02-15,47,4,En linea,3,0,6200.0
1238,2024-02-15,67,2,feria,1,0,11800.0
1239,2024-02-16,52,4,EN LINEA,2,0,8800.0
1240,2024-02-16,4,3,Venta mayoreo,3,0,110400.0
1241,2024-02-16,1,1,,2,0,8920.0
1242,2024-02-17,8,3,MAYOREO,4,1,69696.0
1243,2024-02-17,4,3,Mayoreo,2,0,12000.0
1244,2024-02-17,73,4,en  linea,3,0,4400.0
1245,2024-02-18,1,1,Tienda Fisica ,4,0,2200.0
1246,2024-02-18,10,3,Mayoreo,4,0,12000.0
1247,2024-02-18,38,1, tienda  fisica,1,0,4200.0
1248,2024-02-18,63,1,tienda fisica,1,0,11200.0
1249,2024-02-18,1,1,TIENDA FISICA,1,0,2200.0
1250,2024-02-18,1,2,Feria del agricultor,4,4,1800.0
1251,2024-02-19,20,1,TIENDA FISICA,3,0,6600.0
1252,2024-02-20,64,1,tienda fisica,3,0,9000.0
1253,2024-02-20,69,4,En linea,2,0,1900.0
1254,2024-02-20,1,2,feria,2,2,7990.0
1255,2024-02-20,6,3,Venta mayoreo,1,1,44352.0
1256,2024-02-20,1,1,tienda fisica,1,0,4400.0
1257,2024-02-20,3,3,mayoreo,3,0,17100.0
1258,2024-02-20,11,3,Mayoreo,4,0,124800.0
1259,2024-02-20,1,1, tienda  fisica,1,0,5600.0
1260,2024-02-21,28,1,tienda fisica,1,0,4400.0
1261,2024-02-21,34,1, tienda  fisica,1,0,6400.0
1262,2024-02-22,36,4,Online,3,0,4400.0
1263,2024-02-22,1,2,Feria,1,0,4200.0
1264,2024-02-22,1,2,FERIA DEL AGRICULTOR,3,0,4200.0
1265,2024-02-22,1,4,en  linea,2,0,2400.0
1266,2024-02-22,1,2,FERIA DEL AGRICULTOR,2,0,2000.0
1267,2024-02-23,3,3,Mayoreo,4,0,40800.0
1268,2024-02-23,13,3,MAYOREO,1,1,46464.0
1269,2024-02-23,64,1,Tienda fisica,1,0,2000.0
1270,2024-02-23,1,2,Feria,3,0,5400.0
1271,2024-02-23,1,2,Feria del agricultor,4,0,4400.0
1272,2024-02-23,1,1, tienda  fisica,2,0,2090.0
1273,2024-02-23,1,2,feria,3,0,4200.0
1274,2024-02-24,1,2,Feria,2,2,3570.0
1275,2024-02-24,31,1,tienda fisica,2,0,2000.0
1276,2024-02-24,1,2,Feria,1,0,4500.0
1277,2024-02-24,1,2,FERIA DEL AGRICULTOR,1,0,6130.0
1278,2024-02-24,1,1,tienda fisica,3,0,4000.0
1279,2024-02-25,26,4,EN LINEA,2,0,2200.0
1280,2024-02-25,45,1, tienda  fisica,1,0,4400.0
1281,2024-02-26,1,1, tienda  fisica,4,0,4000.0
1282,2024-02-26,1,2,feria,1,2,1870.0
1283,2024-02-26,1,2,FERIA DEL AGRICULTOR,3,2,2040.0
1284,2024-02-26,1,4,en linea,1,0,4600.0
1285,2024-02-26,1,2,Feria del agricultor,4,0,2400.0
1286,2024-02-27,1,2,Feria,3,0,2000.0
1287,2024-02-27,10,3,MAYOREO,2,0,62400.0
1288,2024-02-27,11,3,mayoreo,4,0,26400.0
1289,2024-02-27,1,4,en  linea,3,0,8700.0
1290,2024-02-27,3,3,mayoreo,4,1,35904.0
1291,2024-02-28,1,1,Tienda Fisica ,2,0,4400.0
1292,2024-02-28,1,1,tienda fisica,1,0,2000.0
1293,2024-02-28,1,1,Tienda fisica,3,0,4400.0
1294,2024-02-28,1,2,feria,3,2,2040.0
1295,2024-02-28,68,4,EN LINEA,1,0,2000.0
1296,2024-02-28,15,1,TIENDA FISICA,2,0,4800.0
1297,2024-02-29,1,2,Feria del agricultor,4,0,7560.0
1298,2024-02-29,38,4,en linea,1,0,4500.0
1299,2024-02-29,3,3,MAYOREO,2,1,57024.0
1300,2024-02-29,7,3,MAYOREO,1,1,23232.0
1301,2024-03-01,12,3,mayoreo,1,1,12672.0
1302,2024-03-01,26,4,EN LINEA,1,0,4200.0
1303,2024-03-01,69,4,en linea,2,0,2400.0
1304,2024-03-01,2,3,Mayoreo,3,0,52800.0
1305,2024-03-01,25,1,Tienda Fisica ,1,0,2200.0
1306,2024-03-01,1,2,feria,2,0,9000.0
1307,2024-03-01,1,1,TIENDA FISICA,1,0,2200.0
1308,2024-03-01,1,2,Feria del agricultor,2,0,4400.0
1309,2024-03-01,71,2,Feria,3,0,4800.0
1310,2024-03-02,13,3,Venta mayoreo,3,1,42240.0
1311,2024-03-02,33,4,EN LINEA,2,0,2400.0
1312,2024-03-03,16,4,en linea,4,0,3000.0
1313,2024-03-03,1,2,FERIA DEL AGRICULTOR,2,0,2400.0
1314,2024-03-03,50,1,Tienda fisica,4,0,8800.0
1315,2024-03-03,1,1,tienda fisica,3,0,2400.0
1316,2024-03-04,11,3,MAYOREO,1,1,23232.0
1317,2024-03-04,1,2,feria,2,0,2400.0
1318,2024-03-04,34,1,Tienda Fisica ,1,0,2000.0
1319,2024-03-04,65,1,Tienda Fisica ,4,0,2400.0
1320,2024-03-04,1,1,TIENDA FISICA,2,0,2400.0
1321,2024-03-04,1,1, tienda  fisica,3,0,4370.0
1322,2024-03-04,1,4,Online,1,4,4725.0
1323,2024-03-04,1,1,Tienda fisica,4,0,2500.0
1324,2024-03-05,1,1,tienda fisica,3,0,17825.0
1325,2024-03-05,1,2,feria,3,0,5300.0
1326,2024-03-05,11,3,Mayoreo,2,1,13305.6
1327,2024-03-05,1,2,feria,3,2,3740.0
1328,2024-03-05,1,2,FERIA DEL AGRICULTOR,1,0,2400.0
1329,2024-03-05,1,1,Tienda fisica,1,0,9600.0
1330,2024-03-05,8,3,Mayoreo,3,1,40128.0
1331,2024-03-05,10,3,Mayoreo,4,0,48000.0
1332,2024-03-05,2,3,Venta mayoreo,2,1,10560.0
1333,2024-03-05,1,2,feria,1,2,3910.0
1334,2024-03-06,10,3,Venta mayoreo,2,1,23232.0
1335,2024-03-06,17,1,Tienda Fisica ,4,0,4400.0
1336,2024-03-06,1,2,feria,1,0,6700.0
1337,2024-03-06,56,1,Tienda fisica,3,0,2000.0
1338,2024-03-06,1,2,Feria,2,0,4200.0
1339,2024-03-06,1,2,Feria del agricultor,2,0,7200.0
1340,2024-03-06,1,1, tienda  fisica,3,0,4200.0
1341,2024-03-06,5,3,MAYOREO,4,1,12672.0
1342,2024-03-07,1,1,Tienda fisica,3,0,11200.0
1343,2024-03-07,1,1, tienda  fisica,4,0,11910.0
1344,2024-03-08,54,1,Tienda Fisica ,2,0,4400.0
1345,2024-03-08,1,1,TIENDA FISICA,2,0,2200.0
1346,2024-03-08,1,2,Feria,4,0,8900.0
1347,2024-03-08,1,2,Feria,4,0,2400.0
1348,2024-03-08,1,1,tienda fisica,1,0,2200.0
1349,2024-03-08,65,1,tienda fisica,3,0,2400.0
1350,2024-03-08,1,1,tienda fisica,1,0,5000.0
1351,2024-03-08,62,1,Tienda fisica,4,0,5300.0
1352,2024-03-08,1,2,FERIA DEL AGRICULTOR,3,0,2200.0
1353,2024-03-09,1,1,Tienda fisica,1,0,4800.0
1354,2024-03-09,10,3,MAYOREO,2,0,28800.0
1355,2024-03-09,4,3,Venta mayoreo,1,0,25200.0
1356,2024-03-09,63,1,Tienda fisica,4,0,4800.0
1357,2024-03-09,1,1, tienda  fisica,3,0,4400.0
1358,2024-03-09,1,4,en  linea,3,0,3400.0
1359,2024-03-10,1,2,Feria,1,2,1870.0
1360,2024-03-10,8,3,mayoreo,4,1,80256.0
1361,2024-03-10,56,1,tienda fisica,4,0,2400.0
1362,2024-03-10,1,2,Feria,4,0,2000.0
1363,2024-03-10,50,1,Tienda fisica,3,4,1800.0
1364,2024-03-10,1,4,En linea,3,0,2400.0
1365,2024-03-11,10,3,Mayoreo,3,0,24000.0
1366,2024-03-11,6,3,MAYOREO,2,1,59347.2
1367,2024-03-11,6,3,MAYOREO,2,0,13200.0
1368,2024-03-11,29,1, tienda  fisica,4,0,8800.0
1369,2024-03-11,5,3,MAYOREO,3,1,36960.0
1370,2024-03-12,14,1,Tienda Fisica ,3,0,2200.0
1371,2024-03-12,72,4,EN LINEA,3,0,7000.0
1372,2024-03-12,1,1,Tienda fisica,1,0,2000.0
1373,2024-03-12,1,1,tienda fisica,1,0,7800.0
1374,2024-03-12,1,1,TIENDA FISICA,1,0,4600.0
1375,2024-03-12,26,1,Tienda Fisica ,4,0,2000.0
1376,2024-03-12,1,1,Tienda fisica,3,0,9000.0
1377,2024-03-12,1,2,Feria,4,2,1870.0
1378,2024-03-12,67,4,EN LINEA,4,0,2200.0
1379,2024-03-13,9,3,mayoreo,1,0,52800.0
1380,2024-03-13,1,2,Feria,4,4,1800.0
1381,2024-03-13,1,2,Feria del agricultor,2,0,2200.0
1382,2024-03-13,4,3,Mayoreo,1,1,35904.0
1383,2024-03-13,1,4,en  linea,4,0,6600.0
1384,2024-03-13,1,1,TIENDA FISICA,4,0,5700.0
1385,2024-03-14,19,1,Tienda fisica,1,4,3150.0
1386,2024-03-14,1,1, tienda  fisica,2,0,17000.0
1387,2024-03-14,12,3,mayoreo,4,1,71385.6
1388,2024-03-15,9,3,mayoreo,1,1,47731.2
1389,2024-03-15,1,1,Tienda Fisica ,4,0,2500.0
1390,2024-03-15,12,3,mayoreo,3,0,12000.0
1391,2024-03-15,5,3,mayoreo,3,0,38400.0
1392,2024-03-15,1,1, tienda  fisica,2,0,16600.0
1393,2024-03-15,1,2,Feria,4,0,3400.0
1394,2024-03-15,1,2,feria,1,0,6400.0
1395,2024-03-15,48,1,Tienda fisica,2,0,8200.0
1396,2024-03-15,1,2,Feria,2,2,1870.0
1397,2024-03-16,28,1,TIENDA FISICA,3,0,2000.0
1398,2024-03-16,48,4,EN LINEA,3,0,8050.0
1399,2024-03-16,31,4,Online,1,0,6930.0
1400,2024-03-16,1,1,Tienda fisica,4,0,4400.0
1401,2024-03-16,1,2,FERIA DEL AGRICULTOR,3,0,4000.0
1402,2024-03-16,1,2,Feria,1,2,5610.0
1403,2024-03-16,12,3,Mayoreo,2,1,11616.0
1404,2024-03-16,7,3,mayoreo,2,1,11616.0
1405,2024-03-17,61,4,EN LINEA,3,0,6600.0
1406,2024-03-17,42,2,Feria del agricultor,3,0,2000.0
1407,2024-03-17,1,1,tienda fisica,2,0,7020.0
1408,2024-03-17,1,2,FERIA DEL AGRICULTOR,3,0,2000.0
1409,2024-03-17,42,1,TIENDA FISICA,4,0,4800.0
1410,2024-03-17,1,2,Feria,3,0,5460.0
1411,2024-03-17,1,1,tienda fisica,4,0,2400.0
1412,2024-03-17,1,2,Feria del agricultor,4,2,1870.0
1413,2024-03-17,1,2,Feria,2,2,3825.0
1414,2024-03-17,1,2,Feria,4,0,4000.0
1415,2024-03-18,7,3,MAYOREO,2,1,30624.0
1416,2024-03-18,63,4,en  linea,2,0,6520.0
1417,2024-03-18,1,2,feria,4,0,2200.0
1418,2024-03-18,48,4,En linea,1,0,2200.0
1419,2024-03-18,47,2,Feria,3,2,2040.0
1420,2024-03-18,41,1,Tienda Fisica ,1,0,2200.0
1421,2024-03-19,1,1,Tienda fisica,1,0,15600.0
1422,2024-03-19,1,2,feria,2,0,8100.0
1423,2024-03-19,1,2,Feria,4,2,1870.0
1424,2024-03-19,1,1,Tienda Fisica ,1,0,9120.0
1425,2024-03-19,1,1, tienda  fisica,1,0,9325.0
1426,2024-03-19,21,2,Feria,2,0,4400.0
1427,2024-03-19,1,1,Tienda Fisica ,1,0,2600.0
1428,2024-03-19,1,2,feria,2,0,4800.0
1429,2024-03-19,1,2,Feria,4,0,4200.0
1430,2024-03-19,1,1,tienda fisica,3,0,4400.0
1431,2024-03-19,1,2,Feria del agricultor,4,0,6000.0
1432,2024-03-19,1,1,TIENDA FISICA,1,0,2400.0
1433,2024-03-19,1,1,tienda fisica,3,0,2400.0
1434,2024-03-20,1,1,Tienda Fisica ,1,0,6300.0
1435,2024-03-20,57,4,en  linea,2,0,2400.0
1436,2024-03-20,68,4,En linea,2,0,4000.0
1437,2024-03-21,1,2,FERIA DEL AGRICULTOR,3,2,1700.0
1438,2024-03-21,7,3,MAYOREO,2,1,65472.0
1439,2024-03-21,1,1,Tienda fisica,4,0,2000.0
1440,2024-03-21,1,2,Feria,1,0,4600.0
1441,2024-03-21,1,2,Feria,1,2,3740.0
1442,2024-03-21,1,2,Feria del agricultor,1,0,12000.0
1443,2024-03-21,1,1, tienda  fisica,3,0,9300.0
1444,2024-03-21,1,2,feria,1,0,14600.0
1445,2024-03-21,1,2,feria,3,0,13200.0
1446,2024-03-21,1,4,Online,4,0,2000.0
1447,2024-03-22,10,3,Mayoreo,3,1,35904.0
1448,2024-03-22,1,4,Online,2,0,2200.0
1449,2024-03-22,1,1,Tienda Fisica ,3,0,5400.0
1450,2024-03-22,1,1,tienda fisica,4,0,6000.0
1451,2024-03-22,57,4,,4,0,6400.0
1452,2024-03-22,52,1,TIENDA FISICA,2,0,4200.0
1453,2024-03-22,58,2,FERIA DEL AGRICULTOR,4,0,4310.0
1454,2024-03-22,46,4,Online,4,0,6280.0
1455,2024-03-22,67,4,Online,3,0,3200.0
1456,2024-03-22,34,1,tienda fisica,4,0,4700.0
1457,2024-03-23,1,4,en  linea,1,0,4000.0
1458,2024-03-23,61,1, tienda  fisica,3,0,3400.0
1459,2024-03-23,45,4,En linea,1,0,3400.0
1460,2024-03-23,1,1,Tienda Fisica ,1,0,2470.0
1461,2024-03-23,60,4,En linea,2,0,4400.0
1462,2024-03-23,1,1,tienda fisica,4,0,2400.0
1463,2024-03-23,1,2,Feria,3,0,4400.0
